theme,text,rating
meditsinskie,"Лор с гинекологом пили всю ночь, а на утро на работу. У ЛОРа никого, а у гинеколога полно пациенток. Гинеколог звонит ЛОРу и говорит:
- Слушай, помоги, быстрее освободимся и продолжим банкет.
ЛОР говорит:
- Ты чего, я ж ничего не умею!
- Да чего там уметь, - говорит гинеколог, - ты только смотри туда и записывай. На том и порешили. Заходит к лору первая тетка, залезает на кресло. ЛОР смотрит туда, смотрит и говорит:
- Скажите ""А"".
Тетка говорит: ""А"".
- Мадам, это я не Вам, - и что-то записал в свою тетрадочку.
Опять смотрит, смотрит и говорит:
-Скажите: ""Б"".
Тетка говорит: ""Б"".
- Мадам, это я не Вам, - говорит ЛОР и опять записал в свою тетрадочку.
Снова посмотрел и говорит:
- Скажите: ""К"".
Тетка говорит: ""К"".
- Женщина, Вы можете помолчать, в конце-то концов! - ругается лор...
Тут баба шмотки подмышку и бежать. Лор подождал, никто больше не заходит. Он выглянул в коридор, там никого и только уборщица полы трет.
Он ей:
- Теть Мань, тут баб немерено было, куда же они все подевались?
А она ему:
- А, милок, тут одна из твоего кабинета как выскочила и кричит:
- Бабы, спасайтесь! Тут новый доктор п%%%у разговаривать учит, она ж такого порассказать сможет!!!
",0
pro-militsiyu,"Есть у меня знакомый, работает пожарным. И есть у него удостоверение
(ксива), где большими крупными буквами написано:
МИНИСТЕРСТВО ВНУТРЕННИХ ДЕЛ РФ,
старший лейтенант Александров А.В.,
а чуть пониже мелкими буквами
ГУ ОПС No 46
(к примеру, точно дословно не помню, но что-то вроде Главное Управление
отделения пожарных сил No 46).
Естественно, знакомый мой показывал свою ксиву всем гаишниками, когда те
его тормозили за нарушения. Менты видели красную корочку, крупную
надпись МВД, звание старлея и отпускали парня. Но один раз он нарвался
на ушлого мента. У них состоялся примерно следующий диалог:
- Добрый день! Ваши документы!
- Да свои, братан! - достает и показывает гайцу ксиву.
Мент внимательно изучил ксиву, после чего посмотрел на моего знакомого и
изрек:
- Шланг свистку не товарищ!
",0
aforizmi,"Каждую красавицу он брал на карандаш.


",0
pro-armiu,"Подполковник на плацу:- Товарищи студенты. Мало кто из нас нормально владеет русским языком.Приведем для примера пример.....
",0
raznie,"Командир роты вызывает к себе прапорщика и задает ему вопрос:
- Вот сколько ты сможешь булочек натощак съесть?
- Ну, пять|
- А вот и нет! Первую-то ты натощак съешь, а остальные уже нет!
Через некоторое время. Прапорщик:
- Иванов! Ко мне! Сколько ты сможешь булочек натощак съесть?
- Ну, восемь!
- Эх, не мог пять сказать, такой прикол сорвался!

",0
raznie,"Влюбленная парочка зашла в ресторан поужинать. Они буквально пожирают друг друга глазами:
- Ты такая сладкая, я бы съел тебя всю...
- И я тоже...
Подошедший официант кашлянул и спросил:
- А запивать чем-нибудь будете?

",0
aforizmi,"У хорошего человека врагов должно быть больше, чем друзей.


",0
pro-inostrantsev,"Можно ли гладить нейлоновые чулки?
Можно, если они на хорошенькой ножке.

",0
raznie,"Новый супергерой ""Человек-студент""- он успевает совершить столько подвигов за январь, сколько должен был сделать за сентябрь,октябрь,ноябрь и декабрь.
",0
raznie,"Мужик в скафандре косит траву. К нему подходит женщина:
- Ты что это в скафандре косишь?
- Понимаешь, я люблю преодолевать трудности.
- Брось, пойдем лучше переспим.
- Хорошо. Только в гамаке и стоя.

",0
raznie,"Пассажиры садятся в полностью автоматизированный самолет. Небольшой разбег, и самолет в воздухе. Из динамика мягкий голос желает им приятного полета.  - Как вы знаете, - продолжает тот же голос, - сверхзвуковая скорость самолета такова, что мы прибудем в пункт назначения всего за 15 минут. Управление полностью автоматизировано, системы работают без всякого вмешательства со стороны пилота, штурмана или стюардесс. Не беспокойтесь, ничто не выйдет из строя... не выйдет из строя... не выйдет из строя... не выйдет из строя...
",0
raznie,"- Знаете, почему Россию никогда не будут подозревать в рассылке спор сибирской язвы в конвертах?
-???
- Потому что сколько нашего брата ни учи работать в перчатках, конверт все равно языком заклеивать будут...

",0
aforizmi,"Величие русского балета никогда не определялась весом и ростом балерин.
Волочкова Анастасия. Программа ""Новости на Первом"".


",0
aforizmi,"Ясен Арафат


",0
pro-detey,"Маленький мальчик пришел на ""Зенит"",Нечаянно крикнул ""Спартак победит!""Долго пинали мертове тело.Никто не вступился - били за дело.
",0
aforizmi,"Если бы не война и секс - человечство бы вымерло от скуки.


",0
tsitati,"Киряй: че делаешь то?
Juli-F: выпила пол бокала вина
Juli-F: с курицей
Киряй: одна не пьешь?

",0
raznie,"Внук спрашивает деда.
- Тебе руку на войне оторвало?
- Да внучек.
- А как это случилось?
- Когда в военкомат тащили.
",0
raznie,"Блондинка своему парню:
- Милый, пойди полей цветочки!
- Но на улице же дождь?
- Возьми зонтик.

",0
raznie,"Где то в Прибалтике русский спрашивает у местного:
- Извините, не подскажите, как пройти к супермаркету?
- Два квартала вверх по улице, направо, ещё два квартала, налево... Вот там и будет вокзал.

",0
raznie,"Летит трехглавый Змей Горыныч. Одна голова кричит:
- Да здравствует свобода слова!
Вторая:
- Да здравствует демократия и гласность!
Третья:
- Вперед - к рынку!
Водяной спрашивает у Бабы-Яги:
- Что он там кричит?
- Да опять этот гад депутатов нажрался!

",0
tsitati,"Sun-ch: У меня карие глаза и глупое выражение лица. Хочу, чтобы пронзительно голубые глаза сделали мое лицо более привлекательным. Кто носил цветные линзы, как это выглядит?
McLure: Как-то видел двух дефачек-готок... ну всё в чёрном естественно.
Ну так вот, у одной радужки были белого цвета, а у другой красного... я там чуть не обосралсо...

",0
aforizmi,"Засучив рукава, взялся за производство детей.


",0
tsitati,"""Shams"" мне как то друг залепил по плечу""Shams"" а я присел""Shams"" в результате один зуб вылетел""Shams"" и четыре раскрошились""Shams"" потом было сложно дружить

",0
aforizmi,"Перебральный паралич


",0
pro-kino,"Возвращается Василий Иванович из отпуска:
- Ну как, Петька, все нормально?
- Нормально, Василий Иванович, только лопата сломалась.
- Как же вы так?
- Да вот, могилу копали - и сломалась.
- Какую могилу?!
- Да ваша лошадь сдохла!
- Как же она сдохла?!
- Конюшня сгорела - вот и сдохла.
- От чего сгорела-то?
- Да Фурманов проходил, окурок бросил, она и сгорела.
- Какой окурок? Он же не курит??!
- Тут закуришь, когда знамя полка сперли!
",0
aforizmi,"Яичница-грызунья


",0
aforizmi,"Да не ударит моча мочащему.

(Техник безопасности)


",0
pro-programmistov,"Из жизни программистов:
""""Премия в 12000$ была выплачена вчера хакеру,
научившемуся сохраняться в """"Сапере""""

",0
raznie,"- У нас девиз: ""Первым делом, первым делом самолеты...""
- Ну, а девушки?
- А кто это?

",0
pro-armiu,"Что ввалился, как лошадь? Языка, что ли, нет постучать?
",0
pro-detey,"Маленький мальчик спустился в подвал,Красную кнопку зачем-то нажал.Через минуту бурлящий потокВынес вареного мяса кусок.
",0
aforizmi,"Твои шансы выиграть в лотерею возрастут, если ты купишь билет.


",0
raznie,"Приходит Бутусов в ""Ростикс"". Его официант спрашивает: - Что заказывать будете? - А вот... Где у вас эти крылья, которые нравились мне?
",0
pro-vovochku,"Маленькая Маша Вовочке хвастается:
-А я уже знаю, отчего бывают дети!
Тот, гордо:
-Ну и что? А вот я зато уже знаю, отчего их не бывает!!!
",-1
raznie,"Страшным взрывом забросило на небеса киоск с хот-догами. Ангелы гадают, что это такое. Подходит Дева Мария, смотрит на сосиску:
- На вид не знаю, но на ощупь точно Святой Дух

",0
aforizmi,"Уникальный человек - личность, прокаливающаяся в одиночестве...


",0
pro-armiu,"Плывут тpи спеpмотозоида к яйцеклетке. Пеpвый мечтает:
- Я, если выpасту, я стану генеpалом! Клево, солдатами буду командовать...
Втоpой:
- Да фигня это все! Вот я, если выpасту, я Главным Милиционеpом стану! Кpуто, вся власть у меня будет...
Тpетий:
- Да не. Все не то! Вот я, если выpасту, я военным министом стану, и вы мне тогда все будете подчиняться...
Тут их встpечает четвеpтый, плывущий в обpатном напpавлении:
- Господа офицеpы, нас обманули! Мы в презервативе!....

",0
aforizmi,"Наше дело правое, победа будет за нами !


",0
poshlie-i-intimnie,"По последним данным все выделенные им деньги уссурийские тигры потратили на валерьянку! Видимо нервничают от того, что за их размножением следит весь мир!
",1
pro-detey,"Семья приехала на на новую квартиру и рассматривает обстановку примеряя,что куда поставить.Мальчик лет 5 говорит:
-На этом месте мы зах...рим картину.
Отец дает ему подзатыльник:
-Понял?
-Понял.
-Что ты понял?
-Что она здесь и на х... не нужна...

",0
pro-mugchin,"Уилт Чемберлен утверждает что переспал более чем с 20.000 женщин за всю свою жизнь. А для Чака Норриса это всего лишь скучный вторник.

",0
aforizmi,"В Интернете можно найти абсолютно все - даже живую женщину! Некоторые,
правда, при живой жене стесняются искать еще одну женщину ...


",0
pro-detey,"У роддома. Жёны мужей разных национальностей только что благополучно родили.
Муж-американец кричит:
- Моника, кто?
- Двойня, мальчик и девочка!
- Сколько?
- Девочка - 2800, мальчик - 3200.
- ОК. Оставляй девочку, продавай мальчика!
Муж-эстонец:
- Лия, кто?
- Мальчик.
- Сколько?
- Семь лет.
Муж-голландец:
- Дорогая, кто?
Дорогая (мужским басом):
- Дорогой - само решит, когда вырастет!
- Ну и правильно!
Муж-китаец:
- Ю-Ю, кто?
- Никого.
- Молодец, умница!
Муж-русский:
- Клава, кто?
- Сын.
- Сколько?
- Бери два ящика!

",0
pro-mugchin,"Стоит мужик над стаканом с водкой, думает:- Не хочу пить, не хочу пить...Выпил.- Какая сила воли, - не хотел, а выпил.
",0
raznie,"Новая система """"Экологически чистый транспорт"""" - выхлопная труба выведена в салон.

",0
pro-studentov,"Два африканских племени объединились и победили третье племя. Вожди-победители
съели вождя-побежденного.
- Невкусно! - сказал один.
- Но все же лучше, чем та бурда, которой нас кормили в столовой университета
Патриса Лумумбы.

",0
meditsinskie,"Доктор-пациенту:
-У меня для вас плохая новость ...
-Доктор ! Я умру ?
-Нет ! Мы вас будем лечить.
",0
raznie,"За случайные связи платим урологу, за постоянные - гинекологу, а за дружеские - печенью..

",0
aforizmi,"Правительство приняло неотложные меры по укреплению пошатнувшейся
веры народа в доллар.


",0
tsitati,"111:пошли ко мне!
222:не могу....наказали(((
111:чё это так?
222:да мать типа ""воспитывать"" меня решила!ей класуха напи%&ела,что я учиться перестал!она начала спрашиват мою домашку,а мне на завтра тока перессказ текста по ангицкому!она в нем нихера не шарит,но перессказывать заставила!ну я ёй так невозмутимо начал рассказывать нирвановский Smells like teen spirit)))
111:а наказали то за что?О_о
222:спалился,когда вошёл батя и начал подпевать(((

",0
tsitati,"1. Это еще что. Знаешь, что пишет виста, если она ушла в гибернацию от того что села батарея?
2. что?
1. Запрос при загрузке: ""Продолжить восстановление раб"". бл&, я подозревал, что микрософт обо мне невысокого мнения...

",0
raznie,"Юзер обращается к админу:
- Помогите, я забыла пароль!!!
Админ, ничего не говоря, вводит пароль...
Юзер, возмущаясь:
- Это мне что - теперь каждый раз восемь звездочек писать?!!

",0
aforizmi,"Чистый бред имеет тенденцию вытеснять с телевизионного экрана бред
обыкновенный.


",0
pro-mugchin,"- Поговорим о собаках...- Давай. Вчера тёщу, с бaлкона скинул... Ни разу не гавкнула.
",0
raznie,"- Вы выходите на этой остановке?- Нет, не выхожу.- Зря, хорошая остановка!
",-1
raznie,"Объявление на станиции метро:- Отойдите от края платформы - не мешайте тренировочному падению  монтажников-сверхвысотников!!
",0
pro-semyu,"Встречаются две подруги. Одна другой жалуется:
Встречаются две подруги. Одна из них с коляской. Другая:
- До чего же твой ребенок похож на твоего мужа!
- И не говори. Сама удивляюсь.

",0
pro-programmistov,"- Чем отличается программист от сперматозоида?- У сперматозоида есть один шанс из 50 000 000 стать человеком.
",0
aforizmi,"Как гармошка,сложилась до лета душа.


",0
aforizmi,"С таким выражением лица... челюсть в руках носить надо!!!


",0
pro-evreev,"Сидят грузин, еврей и хохол в тюрьме. Приходит грузину посылка - сало.
Думает: отдам еврею, а потом его за это трахну.
- Еврей, хочешь сало?
Еврей думает: ""Тааак, сьем я сало, а он меня потом...""
- Не, не надо мне твоего сала.
Грузин хохлу:
- Хохол, сало будешь?
Хохол думает: ""Сьем я сало, а он меня потом за это..."" Однако, сьемши сала сила в руках да поприбавится, авось отобьюсь.
- Ладно, давай сало.
Сьел сало и ждет когда грузин начнет лезть.
Подходит грузин:
- Ну что, сьел сало?
- Сьел.
- Ну а сила в руках поприбавилась?
- Поприбавилась.
- Ну тогда держи еврея!
",2
poshlie-i-intimnie,"Один ""гопник"" делится с другим:
- Пошел вчера на пляж, встретил там такую ""телку""!!! Ноги из-за
ушей растут, грудь как у Сабрины, купальник классный,
все наружу...
- Hу а ты?...
- Я?... Я тоже был на высоте! Кожаная куртка, норковая шапка!
",0
tsitati,"У мну на работе лифт такой старый и табличка внутри ""ЗАХОДИТЬ НЕ БОЛЬШЕ 4х ЧЕЛОВЕК"". Еду вниз я и еще трое. На полпути лифт останавливает какойто чувак и пытаетсо влезть в лифт.
- Больше низзя!
Чувак рядом:
-Да ладно, пусть заходит, ВНИЗ МЫ ПОЛЮБОМУ ДОЕДЕМ
- o_O

",0
raznie,"Девиз здравоохранения:
Тяжело в лечении – легко в раю!

",0
raznie,"Корабель пропливає мимо острова. На островi скаче, кричить i махає руками обдертий, небритий чоловiк.
Пасажир до капiтана:
- А що це за чоловiк?
- Не знаю. Але ми тут щороку проходимо i вiн так само сходить з розуму.

",0
raznie,"Надпись на пляже: ""За буйки не заходить!""

",0
pro-semyu,"Жена:- Тебе понравился сегодняшний обед?Муж:- Опять ищешь повод для скандала?
",2
tsitati,"#smartpeople""Мир"" Кто ходил вчера на концерт Киркорова?""Мир"" bigadminz: щас внимание, щас банить будешь

",0
narodnie,"Француз у русского спрашивает:""Скажите, вот почему мы, французы, свою столицу зовем ""Пар-р-и-и"", а вы, русские, ""Пари-ж-ж-ж""???"". Русский отвечает:""Да у нас все через Ж-ж-ж...""
",-1
aforizmi,"Иду на вы! Иду на вы! Ик! Иду на выставку!


",0
raznie,"Хочу познакомиться с женщиной. Больше о себе ничего сказать не могу.

",0
raznie,"Поле чудес. Якубович:
- Слово из пяти букв. Первая ""П"", вторая- ""И""...
Игрок:
- Буква ""Х""!
Якубович:
- Бывает, бывает эта буква в этом слове!

",0
raznie,"Дед Мороз напился вдрызг. Приходит на утренник.
- З-здравствуйте, д-детишки, ик. Сейчас мы с в-вами проведем в-веселый утренник! Ик! Только... дети, к-кого это нам сейчас не х-хватает? Ик! Снегу-урочки нету. Так давайте ее позовем: СНЕ-ГУ-РОЧ-КА! СНЕ-ГУ-РОЧ-КА! Не идет, ик. Тогда давайте заложим два пальца в рот и свистнем, вот так:
БЭ-Э-Э...

",0
aforizmi,"Чаще всего на блюдечке с голубой каемочкой лежит приманка.


",0
aforizmi,"У себя показать, у других посмотреть.


",0
pro-armiu,"Прапор:
- Я смотрю, товарищ солдат, вы слишком умный !
- Кто, я?
- Ну не я же!

",1
pro-studentov,"По окончании письменного экзамена по математике один студент говоритдругому:- Ты представляешь, я сдал чистый лист!- Я тоже.- А ты-то на хрена? Теперь препод подумает, что ты у меня списал!
",0
meditsinskie,"Нельсон смертельно боялся грома. Отчаявшись, он пошел к
знаменитом психиатру.
- Ну это же смешно! - рассмеялся доктор. - Гром - это такое же
явление природы, как и многие другие. Поэтому нечего его бояться.
Как только вы услышите гром, делайте то, что делаю я - прячьте
голову под подушку, и все будет в порядке.

",0
pro-sport-pro-futbol,"- Что такое бокс?- Это дружеские кровоизлияния.
",0
pro-genshin,"Если женщина держит голову слегка вправо,- она имеет
любовника.
Если женщина держит голову слегка влево,- она тоже имеет
любовника.
И вообще, если у женщины есть голова на плечах, то она имеет
любовника.

",-1
pro-narkomanov,"- Прикинь, пацаны, вчера план курили, смеялись, решили кота
накурить...
- Ну и че кот?
- А ниче - с нами сидел, смеялся...
",0
raznie,"А сейчас я с вами прощаюсь. После рекламы вас ждут новости спорта, прогноз погоды и новая полюбившаяся рубрика - плохие новости из Америки.

",0
narodnie,"Татарские народные приметы:
- Если птицы летают низко, значит, это куры.
- Если фильм закончился непонятно, значит, это реклама.

",0
cherniy-yumor,"Тук-тук.
-Кто там?
-СМЕРТЬ!!!!
-Ну и что?
-НУ И ВСЁ!!!!!
",6
aforizmi,"Спи спокойно дорогой ИА, пусть этот Пятачок зeмли будет тебе Пухом


",0
aforizmi,"Реклама - весьма весомое доказательство того, что человечество
является тупиковой ветвью развития живой природы.


",0
aforizmi,"Кто сказал что надежда умирает последней
Последним умирает надеявшийся!


",0
aforizmi,"Готовь травку летом, а мазы зимой!


",0
raznie,"У рыбака рука одна кривая была. Hу, споймал он однажды рыбку золотую, а та ему и говорит, что имеются три желания у него, только побыстрее, меня, мол, дети дома ждут и т.д. и т.п.
- Хочу руки одинаковые, - молвит рыбак.
Р-р-раз, вторая рука кривая!
- Hу ты бы еще мне их в задницу засунула! Сказано - сделано: руки в заднице!!
- Ты что, меня за идиота держишь?!?!?!? А-а-а-у-у-э-э-я-я-ы-ы...(крутя головой).

",0
meditsinskie,"Объявление в отделении милиции: ""В связи с поломкой компьютера, для составления фотороботов, требуется человек с богатой мимикой лица.""
",0
dorognie-pro-dorogu,"Новинки автопрома.
Изобретены новые ремни безопасности, закрывающие рот жены. Уровень безопасности водителя и пассажиров повышается на 50 %!
Эти ремни также снижают уровень шума в автомобиле на 90%!
",0
pro-semyu,"Женщина - подpуге:- Денег нет, а туда же - пpистает!- А кто такой?- Hу ... это... муж!..
",0
pro-shtirlitsa,"Штирлиц вошел в ресторан, подошел к столику и решил снять китель. Фрау Киттель не снималась.

",1
raznie,"Что мужчина хочет услышать от девушки: - Здесь всё так дорого.. Может, сразу ко мне?
",0
tsitati,"""REal_SM[beer]"" Блин, придется аванс брать. %}""rulek"" О! СМ уже стал выбирать: брать ему аванс или не брать... жирует блин :-)""REal_SM[beer]"" Дааа.""REal_SM[beer]"" Жирую.* REal_SM[beer] взял за ногу рябчика, окунул в соус и сожрал, закусив ананасом""rulek"" Гм... ты знаешь про время? :-)""REal_SM[beer]"" В смысле?""rulek"" В смысле час... последний... он-то неумолимо приходит :-)

",0
raznie,"Из уголовного дела ""... удар был нанесен тяжелым тупым предметом, возможно сотовым телефоном Ericsson..."".
",0
poshlie-i-intimnie,"Встречаются двое друзей. Один другому говорит:
- Посмотри, какой я себе бинокль приобрел! Крутой, японский.
- Дай-ка глянуть. Да какой он, на хрен, японский, обыкновенное китайское фуфло.
- Фуфло? А я, между прочим, вчера смотрел через него в твое окно и очень четко видел, как ты занимался сексом со своей женой. Что, опять скажешь фуфло?
- Конечно, фуфло, иначе ты бы увидел, что это была ТВОЯ жена.
",0
raznie,"Едет дяденька такой в очках, с портфелем в троллейбусе. К нему подходит качок и говорит:
- Дык, ты че интеллигент, типа да?
- Отнюдь, такая же бычара как и <
",0
shkolnie-i-pro-shkolu,"Вовочка в ""Живом уголке"" вертит в руках курицу. Она орет,
вырывается, кричит благим матом так, что крик слышен на всю
школу. Влетает в ""уголок"" ботаничка и в испуге спрашивает:
- Что ты делаешь?
- Как что, - спокойно отвечает Вовочка, - я ищу у нее эрогенные
зоны.
",0
raznie,"Hа станции назначения пpоводник заходит в то амое купе и видит такую сцену:
двое гpузин валяются бессознательно, а тpетий стоит на коленях пеpед девушкой:
- Hу? Такой малэнький, кpаснэнький, кpуглэнький с длинный зилёный хвостык. Что
это?
- Помидоp!
- Hу скажи: ""ви-шен-ка"".

",0
tsitati,"""MainRooT"" еду седня значит на работу в трамвае =) в правом кармане куртки как всегда металлический (из фольги) тюбик термопасты КПТ-8. Ну я, как всегда, когда езжу в транспорте, перебираю содержимое карманов руками. А тут тюбик. Ну я его мну потихоньку =)) и тут тюбик ПЕРЕЛАМЫВАЕТСЯ и вся рука в термопасте. Я вытаскиваю из недр правого кармана руку, всю белую от какого-то сметанообразного вещества и начинаю ее усиленно вытирать носовым платком. На меня так пассажиры косились. Интересно, что они подумали :))

",0
aforizmi,"И водка не выпита и быбы не выебаны...И отпуск у жены закончился!


",0
pro-semyu,"Один мужик у другого спрашивает:
- Вань, ты говорят недавно женился, ты чего?!
- Да вот, надоело по столовкам питаться...
- Ну а сейчас?
- А теперь нравится!
",0
pro-militsiyu,"Нет слов - покажи !

С этого момента прошу величать средний палец факовым, а восклицательный
знак объявляю его реинкарнацией в графическом пространстве символов.


",0
aforizmi,"Прерванный половой акт - это всегда плохо, особенно когда он прерывается
приходом мужа...


",0
tsitati,"Из модераторского лога фотосайта:удаление фото Anderburg «Чёрный прямоугольник» Андреича или мой первый кадр на Nikon D80 (тест на битые пиксели) причина: плагиат

",0
tsitati,"xxx: что нового?
yyy: можешь меня поздравить, Наташа согласилась со мной встречаться
xxx: бедняга...
yyy: почему? 0_0
xxx: не изменяй ей никогда...
yyy: да чё такое-то?
xxx: на моей прошлой днюхе она помогала мне резать салаты
xxx: и вместо того, чтобы яйцом постучать по столу, она разбивала их ударом кулака
xxx: на мой вопрос ""почему"" ответила - ""старая привычка""
xxx: не изменяй ей никогда
yyy: 0_0

",0
pro-sudey,"Судья обращается к залу присутствующих:
- Тишина! Предупреждаю, что если кто-то еще раз скажет ""долой судью"",
тот отправится на улицу.
Через некоторое время раздается голос: ""Долой судью!""
Судья:
- Обвиняемый, к вам это не относится.

",1
pro-mugchin,"Жена звонит мужу на мобильный:- Милый, ты где?- На охоте.- А кто это так громко сопит рядом с тобой?- Медведь.
",0
raznie,"Молчание - вежливость ягнят.

",0
raznie,"Едет мужик в автомобиле, тут раз ! колесо лопнуло. Мужик вышел, чертыхаясь, достал запаску, домкрат поставил, начинает снимать колесо. Рядом проходит другой мужик. Спрашивает: - Чё, мужик, делаешь?
- Да вот, колесо снимаю.
Тогда тот достает монтировку - хрясь по лобовому стеклу:
- А я, пожалуй, магнитофончик возьму!

",0
pro-semyu,"2035 -- Ну, удался вчера обед, на который тебя пригласил Гарри?
-- Да, если бы суп не был такой же холодный, как вино, вино
такое же безвкусное, как рыба, а рыба такая же костлявая, как хо-
зяйка, был бы не обед, а объедение!

",-2
raznie,"Мужыка """"прижало"""", он бежит в общественный туалет.
Дергает дверь одной кабинки - закрыто. Второй -закрыто. Третьей, а там сидит Тип  глаза вылупил """"тужытся"""".
Мужык:
- Мужчина если вы мне неуступите """"очко"""" я просто Ус%%сь !
Тип подхрипывая:
- C-ч-а-с-л-и-в-ч-и-к!

",0
pro-armiu,"- А чья это ракета?- НАСА, а сто?
",0
pro-programmistov,"Идет программист по улице, и вдруг ему на голову падает кирпич.""Тетрис!"" - успел сообразить программист.
",0
tsitati,"LESYA_HO: теперь ты загадку давайIRCMAAN: Пжалста: Манипулятор точного позиционирования указателя поля координат для взаимодействия с графическим интерфейсом систем с обратной связью в реальном масштабе времениLESYA_HO: ???IRCMAAN: Мышка это! :)

",0
aforizmi,"Внедорожник - это машина, которая ездить уже не способна.


",0
aforizmi,"Не умеешь летать - не марай тротуар.


",0
aforizmi,"Христианин – человек, который сердечно любит всех тех, к кому
не испытывает ненависти.   Ларни
<
",0
raznie,"Идет Винни-Пух по лесу, смотрит - стоит грустный ослик Иа:
- Что загрустил, Иа?
- Да вот, Пух, плохо мне!
- Хвост вроде на месте, уши тоже - чего грустить?
- Да я где-то яйца потерял...
Пух задумчиво почесал лапкой за ухом и сказал:
- То-то я думаю - откуда у Совы новые серьги!

",0
raznie,"Звонок в дверь.
— Скажите, а вы все время дома бываете?
— Да, а что?
— Да так, ничего... Социологический опрос...
",0
raznie,"Hовости экономики :
Из петеpбypгского зоопаpка вчеpа ночью сбежал голодный слон, пpотиснyвшись
сквозь пpyтья клетки.

",0
pro-mugchin,"Жена:  Дорогой, я завтра улетаю в Грецию, что тебе привезти?Муж:  Привози, что хочешь-сейчас все лечат...
",0
raznie,"Встречаются два мужика один другому говорит:
- Тебе какой вид спорта нравится?
- Женский футбол
- А почему?
- А мне нравится, как там женщины-вратари хорошо 11 метровый берут...

",0
aforizmi,"Закон избирательного тяготения.
Вероятность того, что бутерброд упадет маслом вниз, прямо пропорциональна стоимости ковра.

Закон пола.
С пола упасть нельзя.

Закон ненадежности.
Компьютеры ненадежны, но люди еще ненадежнее.


",0
raznie,"ФСБ сообщает: в ходе проведения спецоперации в Чечне, при обыске в тайнике у чеченских боевиков были обнаружены рисунки самолета Ту154, упавшего в Черное Море, вырванные из учебника по географии карты Черного Моря, а также подозрительно чистый компакт-диск.

",0
aforizmi,"Женщина может поймать на себе мужской взгляд только тогда, когда он на
ней остановился.


",0
tsitati,"""Avis"" Сегодня я перевернул жизнь одного малыша, у которго понимание кто есть тётя, а кто есть дядя строится на уровне: дядя он больше и с короткими волосами, а тёти меньше и с длинными.Так вот, вхожу в подъезд, прохожу мимо малыша с бабушкой... В след слышу:Ой... Бабушка! Дядя!......... Тё..... Тетя........ дядя..... дядя....... тётя....... дядя...... тётя..... тётя....... тётядядя!! ТЁТЯДЯДЯ!!! Тётядядя.......Бедного ребёнка ещё минуты три клинило! :-D

",0
raznie,"Суть человека определяется в основном тем, что он делает, когда ему нечего делать.

",0
raznie,"Объявление: Пропала ОЧЕНЬ умная сабака!
Шарик! Если ты читаешь это объявление, позвони пожалуйста домой!!!

",0
tsitati,"из договора:
""К стихийным бедствиям относятся .... незапланированные выступления государственных деятелей (например, Президента Российской Федерации,..)""

",0
pro-novih-russkih,"Приходит новый русский в швейцарский банк:
- Братаны, дайте на год кредит баксов на сто.
- Пожалуйста, под три процента годовых, и необходим залог.
- Нема проблем. Вот у двери 600-й ""Мерс"" стоит, вот ключи.
Получил деньги и ушел. Приходит через год.
- Братаны, вот сто три бакса, давайте машину.
Ему, естественно, подгоняют машину, отдают ключи. И спрашивают:
- Слушай, а нафига это тебе было?
- А где ты еще за три бакса в год охраняемую стоянку найдешь?
",0
pro-sport-pro-futbol,"- Сильный шахматист отличается от слабого тем, что он не двигает фигуры, а поднимает и опускает.
",0
poshlie-i-intimnie,"В городок приезжает цирк. На всех афишах анонс - ""супер номер""!!! Все естественно збегаются смотреть. В зале гаснет свет, потом тонкий луч света падает на середину арены. Туда выходит мужик снимает штаны и начинает др@чить... Все в шоке молчат в темноте, вдруг минут через пять крик:
- Так он же др@чит!!!
Мужик испуганно оборачивается в темноту:
- Кто здесь??? ???
",6
